author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
1.25e+18,2022-10-06 18:24:47+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,@EmiratesSupport any particular reason why your website is so shit? Online forms telling me to only use “valid characters” like I’m a cartoonist. Your site is shit and your customer service is abysmal
29182131.0,2022-10-06 20:32:57+00:00, ,1.58e+18,en,0,0,0,0,Twitter for Android,@EmiratesSupport my elderly mother is suffering in Amsterdam airport and you took only first and business class people to the hotels and left everyone.. SHAME ON YOU
29182131.0,2022-10-06 20:33:48+00:00, ,1.58e+18,en,0,0,0,0,Twitter for Android,"@EmiratesSupport @emirates is this how the ""best airline"" in the world treats their passengers? You will be sued for mishandling all this. I read your terms and conditions"
29182131.0,2022-10-06 21:23:30+00:00, ,1.58e+18,en,0,0,0,0,Twitter for Android,"@EmiratesSupport Yeah pointless. Saying you can't book a hotel stay nor upgrade... this is basic EU regulation EC 261.... a flight cancellation of over 24 hrs and more than 3,500km"
1.35e+18,2022-10-06 21:45:15+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport, hi I need urgent help  as need to change  my tickets I was trying to call the helpline since morning but could not get through. Is there any other way to contact ??"
505681075.0,2022-10-06 21:47:17+00:00, ,1.58e+18,en,1,0,2,1,Twitter for iPhone,"@EmiratesSupport Hi Team, Emirates changed my trip start date stating operation reasons due to which my whole schedule is now impacted. Can I request a change in my return date as well without any charge as it is not my fault at all!!! #customersupport #Emirates #consumerrights"
354832338.0,2022-10-07 02:21:56+00:00, ,1.58e+18,en,1,0,0,0,Twitter for iPad,"@EmiratesSupport Thanks very much, however, this was last updated in July, and things have moved on a fair bit since then."
47488070.0,2022-10-07 02:26:54+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport I emailed the store 4 days ago and still no reply…
8.04e+17,2022-10-07 02:47:19+00:00,791e00bcadc4615f,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport Im sure you could just forward my comments to your customer service team.
4868231349.0,2022-10-07 04:24:05+00:00, ,1.58e+18,en,0,0,2,0,Twitter for Android,@EmiratesSupport shittiest experience in amending a flight reservation. Give me @IndiGo6E anyday.
1.12e+18,2022-10-07 04:34:45+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport you changed my reservation without notice and you have not responded to my email that I sent. I am very disappointed and need some assistance with my request.
4868231349.0,2022-10-07 05:58:36+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,@EmiratesSupport Thank you but i believe in helping myself. I have requested cancellation of my original booking and have instructed Amex to initiate chargeback gor the amount taken last night. My PNR is M7U5I6.
505681075.0,2022-10-07 06:50:58+00:00, ,1.58e+18,en,0,0,0,1,Twitter for iPhone,"RT @AnjuKapil90: @EmiratesSupport Hi Team, Emirates changed my trip start date stating operation reasons due to which my whole schedule is…"
1.25e+18,2022-10-07 08:25:53+00:00, ,1.58e+18,en,1,0,1,0,Twitter Web App,@EmiratesSupport So don’t use any punctuation!? Who builds and manages your website if a simple text box cannot accept punctuation? @SeanGards ever known such a shambolic website?
1.25e+18,2022-10-07 08:29:08+00:00, ,1.58e+18,en,0,0,0,0,Twitter Web App,@EmiratesSupport Would be a lot easier if you had customer service / complaints response team that would actually discuss complaints with customers and not make us feel like inane objections that just throw money at you
40846787.0,2022-10-07 09:06:07+00:00, ,1.58e+18,en,0,0,1,0,Echofon  Android,"@EmiratesSupport Hello, is there a way to contact you regarding a chauffeur booking, you phone lines and live chat are exceptionally busy!"
3153946198.0,2022-10-07 09:11:01+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,@EmiratesSupport no one is responding while I msg the company
14506539.0,2022-10-07 09:49:57+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport hi. I need some help with my booking. Sending dm. Tx @emirates
14506539.0,2022-10-07 10:32:11+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Got the reply but that’s a bit unfair I think. Thanks
306220282.0,2022-10-07 12:51:12+00:00, ,1.58e+18,en,0,0,2,0,Twitter for iPhone,"@EmiratesSupport trying to get any help from Emirates after they changed my flight schedule is a joke, happy to take money but don’t have any customer support over one hour so far on hold https://t.co/QbsIFc1j2p"
1.57e+18,2022-10-07 13:13:58+00:00, ,1.58e+18,en,0,0,0,0,Twitter Web App,@EmiratesSupport DM'ed. Thank you.
162007404.0,2022-10-07 13:24:03+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport I have 6500 miles, I want to use it to book a flight but its not working
Flight details - AMS -&gt; BOM"
1.38e+18,2022-10-07 13:29:44+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,@EmiratesSupport Did you get my message? Still waiting for help booking seats please.
9.31e+17,2022-10-07 14:31:00+00:00, ,1.58e+18,en,1,0,4,0,Twitter for Android,"@EmiratesSupport your airline charged extra money from my account for a flight i cancelled and even after coming back my account was debited more. + The third class service Emirates provided on the airline . When i cancelled the flight ,i even got refunded less. I need help"
91070198.0,2022-10-07 14:31:22+00:00, ,1.58e+18,en,0,0,2,0,Twitter for iPhone,"@EmiratesSupport hello we were delayed 15 hours on Monday due to late flight from Mcr and therefore missed connection on Emirates at Dubai . Have emailed all details for compensation twice but no response, auto response or even an acknowledgement?"
30877063.0,2022-10-07 15:37:17+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport good evening, whats happens with #EK148 #A6EOZ yesterday i've heard that there was an issue with engine4 when does it fly back to Dubai?"
2798651026.0,2022-10-07 15:52:57+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport do business class passengers for your Gatwick flights get a priority security lane?
1.36e+18,2022-10-07 17:47:16+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport @EmiratesSupport would be helpful if you get your complaints to respond. My emails are ignored. I have submitted written confirmation to Emirates to support my complaint.
91070198.0,2022-10-07 18:22:31+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport Hello I have already done this, twice, via the email address also supplied. There is no option on the form you sent the link for, for compensation claims. All the information was sent on the emails to customer.affairs@emirates.com as recommended, therefore please use this."
1.23e+18,2022-10-07 20:37:36+00:00, ,1.58e+18,en,0,0,0,0,Twitter Web App,@EmiratesSupport please help as don't understand the rules. Travelling Islamabad (Pakistan) to UK with Emirates. My 17 year old is not vaccinated - does my child need a covid rt test/certificate doing before flying. Will only transit thru Dubai. Please kindly advise. Thank you
7.45e+17,2022-10-07 20:45:24+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport You’re on your last warning, why are you so crap at your customer service!"
7.45e+17,2022-10-07 20:51:04+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,"@EmiratesSupport I pay over £5K for business and the baggage is supposed to be a priority, and yet I’m still here and no bags 45 minutes later. Booked my driver for 8.45 and it’s almost 10pm! https://t.co/CwcoWlTTkb"
1.58e+18,2022-10-08 06:13:15+00:00, ,1.58e+18,en,0,0,0,0,Twitter Web App,"@EmiratesSupport 
I will be the only one traveling from Japan to Iran next week.
However, the family has become corona positive.
I would like to cancel or change my reservation."
494110630.0,2022-10-08 07:43:34+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport @emirates can you help with some clarification please. I have a group of children travelling to Spain on Wednesday who have received 2 doses of vaccination (they are unable to get 3rd in dubai). Will they need a PCR test to enter Spain? 🇪🇸
1.24e+18,2022-10-08 08:45:49+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport You have replied back with the usual “ please mail again and it will be reviewed again “ Why should I ? Emirates have made it quite clear their contempt for customers belongings. https://t.co/CXiKmB42qQ
21663557.0,2022-10-08 08:47:46+00:00, ,1.58e+18,en,0,0,1,0,Tweetbot for iΟS,"@EmiratesSupport hello, does an American CDC vaccine card count as valid proof of vaccination for entering Dubai? If not, how do you recommend getting a QR code version?"
1.41e+18,2022-10-08 08:58:14+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,"@EmiratesSupport 

Hello, I need some help with my flight today, could somebody get back to myself asap! URGENT!"
1.11e+18,2022-10-08 09:28:42+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,"@EmiratesSupport
Hey there,
Can someone please get back to my DM ASAP?"
1.52e+18,2022-10-08 09:30:47+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Thank you for your quick response and really appreciate it.. I have filled this complaint form and received acknowledge email for the same. Have a great day
24971302.0,2022-10-08 10:26:40+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport just had the most wonderful service from one of your colleagues named Shafik on here. #thankyou
1.11e+18,2022-10-08 10:33:59+00:00, ,1.58e+18,en,1,0,1,0,Twitter for Android,@EmiratesSupport Please check the DM
89872369.0,2022-10-08 12:59:18+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,@EmiratesSupport Getting an error while checking in. I am entering my frequent flyer no. and still it throws this error. https://t.co/DL7vH4pBXj
351849952.0,2022-10-08 14:13:45+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport I am vegetarian. What meal option should I choose. Don’t particularly want Indian as spicy.
19822354.0,2022-10-08 14:28:02+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,"@EmiratesSupport are we able to add a pram in the hold for our 1yr old as part of our luggage allowance &amp; if so, can we hold on to it until boarding at the gate? London -&gt; Dubai &amp; vice versa"
134525908.0,2022-10-08 14:30:59+00:00,70957ac3123b3249,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Sure team. I have filled up the form. Looking forward to your support.
1.41e+18,2022-10-08 16:50:00+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport Hello, could someone please tell me what flight is available after flight I have currently"
1.41e+18,2022-10-08 17:05:47+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport Hello, could someone get back to me please, I just want to ask one question"
128183810.0,2022-10-08 17:07:40+00:00, ,1.58e+18,en,0,0,0,1,Twitter for Android,@EmiratesSupport We have already Send our formal complaint.. Waiting for your revert..
1.41e+18,2022-10-08 17:13:13+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Please can someone answer me?
1.45e+18,2022-10-08 17:23:35+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport hey how long until I can get through ???? This is really upsetting me - to put it politely https://t.co/hktURqiNK2
1.41e+18,2022-10-08 17:36:49+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Please can someone get back to me asap!! It’s urgent!! Please get back to me
1.41e+18,2022-10-08 17:38:09+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport @StuartIrving7 Can you please answer my DM please it’s urgent
3304891435.0,2022-10-08 18:03:10+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport Transferring miles without concurring isn't a solution. As a student I suffered 5 days without my luggage and you're sending me miles? Where do you think I'm going to fly immediately with all these ""miles""?
#Emirates #customerservice #customerexperience"
259964705.0,2022-10-08 18:08:07+00:00,001907e868d06e24,1.58e+18,en,0,0,1,0,Twitter for iPhone,"@EmiratesSupport Hey, i would like to see if it’s possible to change a flight? Online chat isn’t available 😔"
467788267.0,2022-10-08 18:45:59+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,"@EmiratesSupport Is rip off you client the concept in Emirates? i paid for a service &amp; got something else, despite sending complain 12 days ago but no reply."
1.38e+18,2022-10-08 23:56:19+00:00, ,1.58e+18,en,0,0,2,0,Twitter for Android,@EmiratesSupport Hi is BOS to Dubai cancelled? Ek238
1.41e+18,2022-10-09 04:03:53+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport I am flying from Bangalore to Manchester this evening from 20:50.
I’ve been working in rural schools around Bangalore, helping to teach children digital skills, it has been incredible, but I’ve been sleeping on the floor for 3 months, any chance of free upgrade?"
494110630.0,2022-10-09 06:31:51+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport Does 2 doses count as full vaccination schedule for 12-18 year olds seeing as they can’t receive the booster?
116978276.0,2022-10-09 08:56:48+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport Have sent the details via DM. 
Seriously @emirates and @EmiratesSupport your service is pathetic. Spent the night at the airport. And the new tickets booked didn't even show up in JetBlue, I am at the mercy of God to make it back home. Pathetic!"
1.11e+18,2022-10-09 10:50:37+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,@EmiratesSupport I do not have a surname in my passport (its blank). Instead all my names are in the given names column in my passport. What should I put in the surname field when booking with Emirates?
1.22e+18,2022-10-09 11:42:31+00:00, ,1.58e+18,en,1,0,1,0,Twitter Web App,@EmiratesSupport Does your holiday arm Rocketmiles reply to emails. I have submitted a complaint and reminder but not even an acknowledgment
1.29e+18,2022-10-09 13:43:34+00:00, ,1.58e+18,en,7,0,2,0,Twitter for Android,"@EmiratesSupport I'm not the type to complain on twitter but I'm on a 14 hour overnight flight and I can't turn off the entertainment screen. it crashed trying to play the safety video 2 hours ago

I can't call for help because you put the assistance button on the screen controls https://t.co/6cG1ohRaeH"
1.17e+18,2022-10-09 14:50:58+00:00, ,1.58e+18,en,0,0,2,0,Twitter for iPhone,@EmiratesSupport @emiratesholsuk completely disgusted by the check in service @JumeirahBH!! Avoid for the time being! would not expect to be unable to access our room until 6.30pm( only after complaining) despite check in being 3pm!! Then get to the room and it not set up 😡 x
1.38e+18,2022-10-09 14:51:18+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,"@EmiratesSupport Hi, need refund of money - we missed our Shell Gas event because of cancelled flight.  What is best number for refund? Thank you."
108527118.0,2022-10-09 15:08:12+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,"@EmiratesSupport @emirates
I have payment issue with Emirates india (chennai) which was never resolved for past 2 week. No proper response from customer care and chennai emirate office and customer care email.Very rude response from the person the person who attended the query."
1.38e+18,2022-10-09 16:17:30+00:00, ,1.58e+18,en,0,0,0,0,Twitter for Android,@EmiratesSupport Thank you.  My company paid for the ticket but I paid for the upgrades. I appreciate your help.
1.13e+18,2022-10-09 17:45:27+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport - Hi, I have just booked my flight. I want to add a bassinet for my baby, but don't see the option to do that in ""manage booking"". Can you help me here?
@emirates"
101544354.0,2022-10-09 23:48:56+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport   Hi I am a frequent flyer of emirates airlines I traveled from emirate’s airlines on 18th of May to JFK USA on arrival I found my one of my checkin baggage broken.I complain to your emirates counter at JFK .They give me complain no JFKD550185.Till date not solve
41896586.0,2022-10-10 05:08:23+00:00, ,1.58e+18,en,1,0,1,1,Twitter Web App,@EmiratesSupport I have booked and paid for Emirates Holiday almost one week ago. My flight is still showing as not ticketed yet even after all this time. I want to upgrade my flight with miles that are nearly expired. Why is it taking so long to issue the ticket?
1.57e+18,2022-10-10 06:31:31+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport do you deliberately make your complaint forms with invalid characters to frustrate the customers who want to file a complaint just to give up because of the way you designed the form. What is invalid characters when comma or full stop is ONLY used.
223092706.0,2022-10-10 06:37:10+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport one week later and still no one can or will help with my booking due to an error on your part, no one on your team talks to each other or tries to resolve the situation, appalling customer service"
1.11e+18,2022-10-10 07:36:23+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport are you issuing a new My Emirates Pass for October?
57622123.0,2022-10-10 09:58:41+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,"@EmiratesSupport I am still waiting for you to respond to my email.
This had been ongoing for sometime  .."
8.38e+17,2022-10-10 11:25:30+00:00,1b66f15d4efa136f,1.58e+18,en,0,0,0,0,Twitter for Android,"@EmiratesSupport I know all this. And this is why I am asking why on Thursday 6th October Flight  EK346 I was made to wear a mask from Dubai to Malaysia. When Malaysia has no mask rules. The staff said, ""this flight you have to."" why?"
2349433324.0,2022-10-10 11:37:09+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport Tried all morning to contact booking line to upgrade my holiday package. But call keeps hanging up..! How do I contact you??
16106460.0,2022-10-10 11:50:16+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,"@EmiratesSupport hi, If I only need to change flights in the airport and never leave the airport. I still need to apply for a transit visa?"
56074476.0,2022-10-10 12:19:28+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport Are these apps needed to onboard flight for Dubai from India or are these needed thereafter in Dubai?

ALHOSN app and DXB Smart App

Asking since DXB Smart is not working."
1.24e+18,2022-10-10 14:04:55+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport still waiting since Friday afternoon to hear back from you baggage department in Bkk. I guess they are hoping I will just forget about this. THB1200 to replace a 6 month old suitcase which your handlers made unusable.
Worlds #1 airline, seriously ?? https://t.co/7NdDAZJINr"
377522478.0,2022-10-10 15:46:06+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport how do I retrieve a 72 hour held booking?
854348276.0,2022-10-10 16:42:18+00:00, ,1.58e+18,en,1,0,0,0,Twitter for iPhone,"@EmiratesSupport @emirates can you please offer a solution, as I have paid for a meal and would like to enjoy one. https://t.co/5EZikn7T6D"
1.5e+18,2022-10-10 16:43:36+00:00, ,1.58e+18,en,0,0,0,0,Twitter Web App,@EmiratesSupport I have DM you my details. Please look into it.
1.06e+18,2022-10-10 17:13:02+00:00, ,1.58e+18,en,0,0,0,0,Twitter for Android,"@EmiratesSupport DM'd all the necessary details.

Can I assume you won't ignore me for 2 months?"
41884944.0,2022-10-10 17:16:19+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,@EmiratesSupport unable to redeem miles from my family account. can anyone help?
1.58e+18,2022-10-10 17:49:46+00:00,1892c7261e52d39b,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport With another pointless reply.
128183810.0,2022-10-10 18:12:30+00:00,7929cea6bd5b32bd,1.58e+18,en,0,0,0,0,Twitter for Android,@EmiratesSupport waiting for your reply.. https://t.co/7fuPlutVcw
9.48e+17,2022-10-10 19:03:14+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport hi i have flight with reservation number #n83pms and i would like to modify the trip but i couldn’t from the apps so would u please help me on this
1.36e+18,2022-10-10 19:11:05+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport please help I’m trying to upgrade my ticket and it’s not working!!
1.36e+18,2022-10-10 19:32:43+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport no one is replying..
1.5e+18,2022-10-10 19:40:37+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,@EmiratesSupport Please respond to the DM
1.44e+18,2022-10-10 22:19:46+00:00, ,1.58e+18,en,0,0,0,0,Twitter for Android,@EmiratesSupport I booked my flight from HYD-EWR for 3rd Nov using Student offer... I just wanted to know if I can merge the extra 10kg baggage allowance as per student offer in the luggage itself or do I need to carry an extra baggage of 10kg separately. Please reply!
1377246354.0,2022-10-10 23:32:26+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport I have shared details in ur DM
1.51e+18,2022-10-11 06:00:02+00:00, ,1.58e+18,en,0,0,0,0,Twitter Web App,@EmiratesSupport I have now given up.  Possibly easy to take this to a small claims court when I return to Australia
2428570195.0,2022-10-11 06:27:45+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport Finally, almost 45 days after my bag was broken, I have an answer: please, wait 20 days more for a ""personalise response"". Seriously? @EmiratesSupport @emirates @facua https://t.co/UQmSUTN443"
73192975.0,2022-10-11 07:59:43+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport See you this Friday for the return trip back. 🙂
1.06e+18,2022-10-11 08:04:14+00:00, ,1.58e+18,en,0,0,0,1,FDC TWEET MACHINE,RT @fatman73: @EmiratesSupport @emirates @EmiratesSupport ticket cancelled on 07th Oct. Still no word from @emirates on refund amount and r…
57622123.0,2022-10-11 08:19:58+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,@EmiratesSupport The reply is useless I cannot submit the form. I paid over £3000 for my ticket and was delayed over 24 hours.. what characters are not acceptable 🤷‍♀️ https://t.co/ExdzMyujgU
136268587.0,2022-10-11 08:35:31+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport @emirates  I asked for Fragile sticker and ended with this. Despite official complaint and follow up for 18 days there is no resolution timeline and not even single follow up call. This is way below expectations. https://t.co/gCPzWkeHJf
2937665027.0,2022-10-11 08:40:56+00:00, ,1.58e+18,en,0,0,1,0,Twitter for iPhone,"@EmiratesSupport  @DubaiAirports 65 days since my luggage is missing. Actually not missing, it has been located in @MumbaiAirport a month ago - instead of being sent to Kabul. Funny story - no one in @Emirates or in @Marhaba wants to take responsibility for the mistake https://t.co/GdIcXjDbM4"
150044714.0,2022-10-11 09:56:20+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,@EmiratesSupport have submitted 2 complaints since the start of October. Any chance someone could respond to these emails?
1.58e+18,2022-10-11 10:44:37+00:00, ,1.58e+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Hi I have a Partner Visa from UAQ FTZ. What is the new time limit to stay out of UAE for such Visa holders?
1544151176.0,2022-10-11 11:06:26+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,@EmiratesSupport Hi. I tried to join your skywards program but filled in my name incorrectly and can't change it. I was told to use Live Chat but have been trying for almost 2 months and it is always busy and telling me to come back later and try again. Help please.
1.06e+18,2022-10-11 12:08:31+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport  
Hi, just wondering how much does Emirates charge for extra luggage per kg. I am traveling from Chennai to Ireland."
3397083453.0,2022-10-11 12:20:21+00:00, ,1.58e+18,en,0,0,1,0,Twitter Web App,@EmiratesSupport PLEASE would someone answer the phone in London????  I have been on hold for TOOOO LONG!!!
1.58e+18,2022-10-11 13:30:55+00:00, ,1.58e+18,en,1,0,0,0,Twitter Web App,"@EmiratesSupport I’m a caregiver to my elderly sick mom who has cancer. Her wish is to do Umrah. To fly she needs a lay flat seat cuz she’s always in pain, tired &amp; needs to lie down. Need help getting an affordable lay flat seat in Business/First Class to get to Mecca. Expensive"
392343143.0,2022-10-11 13:48:40+00:00, ,1.58e+18,en,0,0,2,0,Twitter for iPhone,"@EmiratesSupport hi, your pet form wasn’t working online. Can you transport a small cat on the Dubai-Yangon route operated by Emirates and Bangkok Airlines? Thanks"
1.17e+18,2022-10-11 16:29:25+00:00, ,1.58e+18,en,0,0,1,0,Twitter for Android,@EmiratesSupport I emailed my complaint a couple of times with no successful reply
1.5e+18,2022-10-11 18:49:40+00:00, ,1.58e+18,en,0,0,0,0,Twitter Web App,@EmiratesSupport @emirates worst customer service of any airline I have dealt with. No answers on refund request for delayed and lost baggage. Filing a complaint with the Department of Transportation next if no response.
1.01e+18,2022-10-11 22:53:10+00:00, ,1.58e+18,en,0,0,0,0,Twitter for Android,@EmiratesSupport sorry to say what it mean emirates support for what when people ask help from ground staff they didn't in which dept of emirates I had send emails tweet when arrive on 27th Feb 2019 duty manager ground staff from hyd to dubai no one help till today even ceo also
1.44e+18,2022-10-11 23:10:35+00:00, ,1.58e+18,en,1,0,2,0,Twitter Web App,@EmiratesSupport need help getting into skywards account
1.44e+18,2022-10-11 23:10:35+00:00, ,1.58e+18,en,0,0,2,0,Twitter Web App,@EmiratesSupport need help getting into skywards account
1.07e+18,2022-10-11 23:48:28+00:00, ,1.58e+18,en,0,0,0,0,Twitter Web App,@EmiratesSupport pathetic experience on return flight EK -2124 from Dubai to New Delhi at 22:15 pm on 9 oct…. Flight was delayed… had no charger… no inhouse entertainment device.. no blankets…food was worse than domestic airlines
