,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
55,1.11277E+18,2022-10-10 07:36:23+00:00, ,1.57938E+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport are you issuing a new My Emirates Pass for October?
56,223092706,2022-10-10 06:37:10+00:00, ,1.57936E+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport one week later and still no one can or will help with my booking due to an error on your part, no one on your team talks to each other or tries to resolve the situation, appalling customer service"
57,1.56721E+18,2022-10-10 06:31:31+00:00, ,1.57936E+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport do you deliberately make your complaint forms with invalid characters to frustrate the customers who want to file a complaint just to give up because of the way you designed the form. What is invalid characters when comma or full stop is ONLY used.
58,41896586,2022-10-10 05:08:23+00:00, ,1.57934E+18,en,1,0,1,1,Twitter Web App,@EmiratesSupport I have booked and paid for Emirates Holiday almost one week ago. My flight is still showing as not ticketed yet even after all this time. I want to upgrade my flight with miles that are nearly expired. Why is it taking so long to issue the ticket?
59,101544354,2022-10-09 23:48:56+00:00, ,1.57926E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport   Hi I am a frequent flyer of emirates airlines I traveled from emirate’s airlines on 18th of May to JFK USA on arrival I found my one of my checkin baggage broken.I complain to your emirates counter at JFK .They give me complain no JFKD550185.Till date not solve
60,1.12635E+18,2022-10-09 17:45:27+00:00, ,1.57917E+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport - Hi, I have just booked my flight. I want to add a bassinet for my baby, but don't see the option to do that in ""manage booking"". Can you help me here?
@emirates"
61,1.37887E+18,2022-10-09 16:17:30+00:00, ,1.57914E+18,en,0,0,0,0,Twitter for Android,@EmiratesSupport Thank you.  My company paid for the ticket but I paid for the upgrades. I appreciate your help.
62,108527118,2022-10-09 15:08:12+00:00, ,1.57913E+18,en,0,0,1,0,Twitter for Android,"@EmiratesSupport @emirates
I have payment issue with Emirates india (chennai) which was never resolved for past 2 week. No proper response from customer care and chennai emirate office and customer care email.Very rude response from the person the person who attended the query."
63,1.37887E+18,2022-10-09 14:51:18+00:00, ,1.57912E+18,en,0,0,1,0,Twitter for Android,"@EmiratesSupport Hi, need refund of money - we missed our Shell Gas event because of cancelled flight.  What is best number for refund? Thank you."
64,1.17478E+18,2022-10-09 14:50:58+00:00, ,1.57912E+18,en,0,0,2,0,Twitter for iPhone,@EmiratesSupport @emiratesholsuk completely disgusted by the check in service @JumeirahBH!! Avoid for the time being! would not expect to be unable to access our room until 6.30pm( only after complaining) despite check in being 3pm!! Then get to the room and it not set up 😡 x
65,1.29175E+18,2022-10-09 13:43:34+00:00, ,1.57911E+18,en,7,0,2,0,Twitter for Android,"@EmiratesSupport I'm not the type to complain on twitter but I'm on a 14 hour overnight flight and I can't turn off the entertainment screen. it crashed trying to play the safety video 2 hours ago

I can't call for help because you put the assistance button on the screen controls https://t.co/6cG1ohRaeH"
66,1.22183E+18,2022-10-09 11:42:31+00:00, ,1.57907E+18,en,1,0,1,0,Twitter Web App,@EmiratesSupport Does your holiday arm Rocketmiles reply to emails. I have submitted a complaint and reminder but not even an acknowledgment
67,1.11276E+18,2022-10-09 10:50:37+00:00, ,1.57906E+18,en,0,0,1,0,Twitter Web App,@EmiratesSupport I do not have a surname in my passport (its blank). Instead all my names are in the given names column in my passport. What should I put in the surname field when booking with Emirates?
68,116978276,2022-10-09 08:56:48+00:00, ,1.57903E+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport Have sent the details via DM. 
Seriously @emirates and @EmiratesSupport your service is pathetic. Spent the night at the airport. And the new tickets booked didn't even show up in JetBlue, I am at the mercy of God to make it back home. Pathetic!"
69,494110630,2022-10-09 06:31:51+00:00, ,1.579E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport Does 2 doses count as full vaccination schedule for 12-18 year olds seeing as they can’t receive the booster?
70,1.41426E+18,2022-10-09 04:03:53+00:00, ,1.57896E+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport I am flying from Bangalore to Manchester this evening from 20:50.
I’ve been working in rural schools around Bangalore, helping to teach children digital skills, it has been incredible, but I’ve been sleeping on the floor for 3 months, any chance of free upgrade?"
71,1.37887E+18,2022-10-08 23:56:19+00:00, ,1.5789E+18,en,0,0,2,0,Twitter for Android,@EmiratesSupport Hi is BOS to Dubai cancelled? Ek238
72,467788267,2022-10-08 18:45:59+00:00, ,1.57882E+18,en,0,0,1,0,Twitter for Android,"@EmiratesSupport Is rip off you client the concept in Emirates? i paid for a service &amp; got something else, despite sending complain 12 days ago but no reply."
73,259964705,2022-10-08 18:08:07+00:00,001907e868d06e24,1.57881E+18,en,0,0,1,0,Twitter for iPhone,"@EmiratesSupport Hey, i would like to see if it’s possible to change a flight? Online chat isn’t available 😔"
74,3304891435,2022-10-08 18:03:10+00:00, ,1.57881E+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport Transferring miles without concurring isn't a solution. As a student I suffered 5 days without my luggage and you're sending me miles? Where do you think I'm going to fly immediately with all these ""miles""?
#Emirates #customerservice #customerexperience"
75,1.41426E+18,2022-10-08 17:38:09+00:00, ,1.5788E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport @StuartIrving7 Can you please answer my DM please it’s urgent
76,1.41426E+18,2022-10-08 17:36:49+00:00, ,1.5788E+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Please can someone get back to me asap!! It’s urgent!! Please get back to me
77,1.44763E+18,2022-10-08 17:23:35+00:00, ,1.5788E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport hey how long until I can get through ???? This is really upsetting me - to put it politely https://t.co/hktURqiNK2
78,1.41426E+18,2022-10-08 17:13:13+00:00, ,1.5788E+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Please can someone answer me?
79,128183810,2022-10-08 17:07:40+00:00, ,1.57879E+18,en,0,0,0,1,Twitter for Android,@EmiratesSupport We have already Send our formal complaint.. Waiting for your revert..
80,1.41426E+18,2022-10-08 17:05:47+00:00, ,1.57879E+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport Hello, could someone get back to me please, I just want to ask one question"
81,1.41426E+18,2022-10-08 16:50:00+00:00, ,1.57879E+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport Hello, could someone please tell me what flight is available after flight I have currently"
82,134525908,2022-10-08 14:30:59+00:00,70957ac3123b3249,1.57875E+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Sure team. I have filled up the form. Looking forward to your support.
83,19822354,2022-10-08 14:28:02+00:00, ,1.57875E+18,en,0,0,1,0,Twitter for iPhone,"@EmiratesSupport are we able to add a pram in the hold for our 1yr old as part of our luggage allowance &amp; if so, can we hold on to it until boarding at the gate? London -&gt; Dubai &amp; vice versa"
84,351849952,2022-10-08 14:13:45+00:00, ,1.57875E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport I am vegetarian. What meal option should I choose. Don’t particularly want Indian as spicy.
85,89872369,2022-10-08 12:59:18+00:00, ,1.57873E+18,en,0,0,1,0,Twitter Web App,@EmiratesSupport Getting an error while checking in. I am entering my frequent flyer no. and still it throws this error. https://t.co/DL7vH4pBXj
86,1.1088E+18,2022-10-08 10:33:59+00:00, ,1.5787E+18,en,1,0,1,0,Twitter for Android,@EmiratesSupport Please check the DM
87,24971302,2022-10-08 10:26:40+00:00, ,1.57869E+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport just had the most wonderful service from one of your colleagues named Shafik on here. #thankyou
88,1.52188E+18,2022-10-08 09:30:47+00:00, ,1.57868E+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Thank you for your quick response and really appreciate it.. I have filled this complaint form and received acknowledge email for the same. Have a great day
89,1.1088E+18,2022-10-08 09:28:42+00:00, ,1.57868E+18,en,0,0,1,0,Twitter for Android,"@EmiratesSupport
Hey there,
Can someone please get back to my DM ASAP?"
90,1.41426E+18,2022-10-08 08:58:14+00:00, ,1.57867E+18,en,0,0,1,0,Twitter for iPhone,"@EmiratesSupport 

Hello, I need some help with my flight today, could somebody get back to myself asap! URGENT!"
91,21663557,2022-10-08 08:47:46+00:00, ,1.57867E+18,en,0,0,1,0,Tweetbot for iΟS,"@EmiratesSupport hello, does an American CDC vaccine card count as valid proof of vaccination for entering Dubai? If not, how do you recommend getting a QR code version?"
92,1.23505E+18,2022-10-08 08:45:49+00:00, ,1.57867E+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport You have replied back with the usual “ please mail again and it will be reviewed again “ Why should I ? Emirates have made it quite clear their contempt for customers belongings. https://t.co/CXiKmB42qQ
93,494110630,2022-10-08 07:43:34+00:00, ,1.57865E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport @emirates can you help with some clarification please. I have a group of children travelling to Spain on Wednesday who have received 2 doses of vaccination (they are unable to get 3rd in dubai). Will they need a PCR test to enter Spain? 🇪🇸
94,1.57862E+18,2022-10-08 06:13:15+00:00, ,1.57863E+18,en,0,0,0,0,Twitter Web App,"@EmiratesSupport 
I will be the only one traveling from Japan to Iran next week.
However, the family has become corona positive.
I would like to cancel or change my reservation."
95,7.45184E+17,2022-10-07 20:51:04+00:00, ,1.57849E+18,en,0,0,1,0,Twitter for iPhone,"@EmiratesSupport I pay over £5K for business and the baggage is supposed to be a priority, and yet I’m still here and no bags 45 minutes later. Booked my driver for 8.45 and it’s almost 10pm! https://t.co/CwcoWlTTkb"
96,7.45184E+17,2022-10-07 20:45:24+00:00, ,1.57849E+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport You’re on your last warning, why are you so crap at your customer service!"
97,1.22573E+18,2022-10-07 20:37:36+00:00, ,1.57848E+18,en,0,0,0,0,Twitter Web App,@EmiratesSupport please help as don't understand the rules. Travelling Islamabad (Pakistan) to UK with Emirates. My 17 year old is not vaccinated - does my child need a covid rt test/certificate doing before flying. Will only transit thru Dubai. Please kindly advise. Thank you
98,91070198,2022-10-07 18:22:31+00:00, ,1.57845E+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport Hello I have already done this, twice, via the email address also supplied. There is no option on the form you sent the link for, for compensation claims. All the information was sent on the emails to customer.affairs@emirates.com as recommended, therefore please use this."
99,1.36132E+18,2022-10-07 17:47:16+00:00, ,1.57844E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport @EmiratesSupport would be helpful if you get your complaints to respond. My emails are ignored. I have submitted written confirmation to Emirates to support my complaint.
100,2798651026,2022-10-07 15:52:57+00:00, ,1.57841E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport do business class passengers for your Gatwick flights get a priority security lane?
101,30877063,2022-10-07 15:37:17+00:00, ,1.57841E+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport good evening, whats happens with #EK148 #A6EOZ yesterday i've heard that there was an issue with engine4 when does it fly back to Dubai?"
102,91070198,2022-10-07 14:31:22+00:00, ,1.57839E+18,en,0,0,2,0,Twitter for iPhone,"@EmiratesSupport hello we were delayed 15 hours on Monday due to late flight from Mcr and therefore missed connection on Emirates at Dubai . Have emailed all details for compensation twice but no response, auto response or even an acknowledgement?"
103,9.30757E+17,2022-10-07 14:31:00+00:00, ,1.57839E+18,en,1,0,4,0,Twitter for Android,"@EmiratesSupport your airline charged extra money from my account for a flight i cancelled and even after coming back my account was debited more. + The third class service Emirates provided on the airline . When i cancelled the flight ,i even got refunded less. I need help"
104,1.37614E+18,2022-10-07 13:29:44+00:00, ,1.57838E+18,en,0,0,1,0,Twitter for Android,@EmiratesSupport Did you get my message? Still waiting for help booking seats please.
105,162007404,2022-10-07 13:24:03+00:00, ,1.57838E+18,en,0,0,1,0,Twitter Web App,"@EmiratesSupport I have 6500 miles, I want to use it to book a flight but its not working
Flight details - AMS -&gt; BOM"
106,1.57227E+18,2022-10-07 13:13:58+00:00, ,1.57837E+18,en,0,0,0,0,Twitter Web App,@EmiratesSupport DM'ed. Thank you.
107,306220282,2022-10-07 12:51:12+00:00, ,1.57837E+18,en,0,0,2,0,Twitter for iPhone,"@EmiratesSupport trying to get any help from Emirates after they changed my flight schedule is a joke, happy to take money but don’t have any customer support over one hour so far on hold https://t.co/QbsIFc1j2p"
108,14506539,2022-10-07 10:32:11+00:00, ,1.57833E+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport Got the reply but that’s a bit unfair I think. Thanks
109,14506539,2022-10-07 09:49:57+00:00, ,1.57832E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport hi. I need some help with my booking. Sending dm. Tx @emirates
110,3153946198,2022-10-07 09:11:01+00:00, ,1.57831E+18,en,0,0,1,0,Twitter for Android,@EmiratesSupport no one is responding while I msg the company
111,40846787,2022-10-07 09:06:07+00:00, ,1.57831E+18,en,0,0,1,0,Echofon  Android,"@EmiratesSupport Hello, is there a way to contact you regarding a chauffeur booking, you phone lines and live chat are exceptionally busy!"
112,1.24711E+18,2022-10-07 08:29:08+00:00, ,1.5783E+18,en,0,0,0,0,Twitter Web App,@EmiratesSupport Would be a lot easier if you had customer service / complaints response team that would actually discuss complaints with customers and not make us feel like inane objections that just throw money at you
113,1.24711E+18,2022-10-07 08:25:53+00:00, ,1.5783E+18,en,1,0,1,0,Twitter Web App,@EmiratesSupport So don’t use any punctuation!? Who builds and manages your website if a simple text box cannot accept punctuation? @SeanGards ever known such a shambolic website?
114,505681075,2022-10-07 06:50:58+00:00, ,1.57828E+18,en,0,0,0,1,Twitter for iPhone,"RT @AnjuKapil90: @EmiratesSupport Hi Team, Emirates changed my trip start date stating operation reasons due to which my whole schedule is…"
115,4868231349,2022-10-07 05:58:36+00:00, ,1.57826E+18,en,0,0,1,0,Twitter for Android,@EmiratesSupport Thank you but i believe in helping myself. I have requested cancellation of my original booking and have instructed Amex to initiate chargeback gor the amount taken last night. My PNR is M7U5I6.
116,1.12011E+18,2022-10-07 04:34:45+00:00, ,1.57824E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport you changed my reservation without notice and you have not responded to my email that I sent. I am very disappointed and need some assistance with my request.
117,4868231349,2022-10-07 04:24:05+00:00, ,1.57824E+18,en,0,0,2,0,Twitter for Android,@EmiratesSupport shittiest experience in amending a flight reservation. Give me @IndiGo6E anyday.
118,8.04111E+17,2022-10-07 02:47:19+00:00,791e00bcadc4615f,1.57822E+18,en,0,0,1,0,Twitter for iPhone,@EmiratesSupport Im sure you could just forward my comments to your customer service team.
119,47488070,2022-10-07 02:26:54+00:00, ,1.57821E+18,en,0,0,0,0,Twitter for iPhone,@EmiratesSupport I emailed the store 4 days ago and still no reply…
120,354832338,2022-10-07 02:21:56+00:00, ,1.57821E+18,en,1,0,0,0,Twitter for iPad,"@EmiratesSupport Thanks very much, however, this was last updated in July, and things have moved on a fair bit since then."
121,505681075,2022-10-06 21:47:17+00:00, ,1.57814E+18,en,1,0,2,1,Twitter for iPhone,"@EmiratesSupport Hi Team, Emirates changed my trip start date stating operation reasons due to which my whole schedule is now impacted. Can I request a change in my return date as well without any charge as it is not my fault at all!!! #customersupport #Emirates #consumerrights"
122,1.34865E+18,2022-10-06 21:45:15+00:00, ,1.57814E+18,en,0,0,0,0,Twitter for iPhone,"@EmiratesSupport, hi I need urgent help  as need to change  my tickets I was trying to call the helpline since morning but could not get through. Is there any other way to contact ??"
123,29182131,2022-10-06 21:23:30+00:00, ,1.57813E+18,en,0,0,0,0,Twitter for Android,"@EmiratesSupport Yeah pointless. Saying you can't book a hotel stay nor upgrade... this is basic EU regulation EC 261.... a flight cancellation of over 24 hrs and more than 3,500km"
